,slang,formal
4577,penyakitny,penyakitnya
4578,penyanyi2,penyanyi-penyanyi
4579,penyebab2,penyebab-penyebab
4580,peragain,peragakan
4581,perasaanny,perasaannya
4582,perbaikin,memperbaiki
4583,perbulannn,perbulan
4584,percya,percaya
4585,perda , peraturan daerah
4586,perek , wanita tuna susila
4587,peremp , perempuan
4588,pergub , peraturan gubernur
4589,perhatiam,perhatian
4590,perhatiin,perhatikan
4591,perhatiin , perhatikan
4592,perilakuny,perilakunya
4593,perjabatt,pejabat
4594,permasalhkan,permasalahkan
4595,perna,pernah
4596,pernikahn,pernikahan
4597,personill,personil
4598,pertamany,pertamanya
4599,pertamax , pertama
4600,pertma,pertama
4601,perubut,perebut
4602,pesen,pesan
4603,pesenan , pesanan
4604,pesenin , pesankan
4605,petinggi2,petinggi-petinggi
4606,pg,pagi
4607,pgang , pegang
4608,pgen,pengin
4609,pgi,pagi
4610,pgi , pagi
4611,pgi , pergi
4612,pgin,pengin
4613,pgn,pengin
4614,pgnnya,penginnya
4615,pi,tapi
4616,pi , tapi
4617,pihak2 , pihak pihak
4618,piiiilih,pilih
4619,piiink,pink
4620,pijetin , pijitkan
4621,"pikir""",pikir-pikir
4622,pilgub , pemilihan gubernur
4623,pilihannny,pilihannya
4624,pilihnmu,pilihanmu
4625,pilkada , pemilihan kepala daerah
4626,pilm,film
4627,pimpro , pemimpin proyek
4628,pingin,pengin
4629,pinginnn,pengin
4630,pinkkkk,pink
4631,pinter,pintar
4632,pinter2 , pintar-pintar
4633,pintr,pintar
4634,pipine,pipinya
4635,pipinyaaa,pipinya
4636,pipi'y,pipinya
4637,pisan , sangat
4638,pisgor , pisang goreng
4639,pjang,pajang
4640,pjg,panjang
4641,pk,pakai
4642,pk , penjahat kelamin
4643,pkai,pakai
4644,pke,pakai
4645,pke , pakai
4646,pkee,pakai
4647,pkek,pakai
4648,pket , paket
4649,pkk,pakai
4650,pkoknya,pokoknya
4651,pkoknyaa,pokoknya
4652,pkr , pakar
4653,pkrin,pikirkan
4654,pks , partai keadilan sejahtera
4655,pla,pula
4656,plampiasannn,pelampiasan
4657,plg,pulang
4658,plg , paling
4659,plh,pilih
4660,plh , pilih
4661,pling,paling
4662,pljaran,pelajaran
4663,pljrn,pelajaran
4664,pls , tolong
4665,plsa,pulsa
4666,pluk,peluk
4667,pm , private message
4668,pmbantu,pembantu
4669,pmbelajaran,pembelajaran
4670,pmbyran,pembayaran
4671,pmhaman , pemahaman
4672,pmrnth , pemerintah
4673,pndah,pindah
4674,pndang,pandang
4675,pndapat,pendapat
4676,pndkung ,pendukung
4677,pndukung , pendukung
4678,pngen,pengin
4679,pngenn,pengin
4680,pngn,pengin
4681,pnjang,panjang
4682,pnjerumus,penjerumus
4683,pnjilat , penjilat
4684,pnjng,panjang
4685,pnjual,penjual
4686,pns , pegawai negeri sipil
4687,pnting,penting
4688,pnuh,penuh
4689,pny,punya
4690,pny , punya
4691,pnya,punya
4692,pnyaa,punya
4693,poin2 , poin-poin
4694,poko,pokok
4695,pokok'a,pokoknya
4696,pokonya,pokoknya
4697,polantas , polisi lalu lintas
4698,polda , kepolisian daerah
4699,poling,polling
4700,polll,pol
4701,pollll,pol
4702,polres , kepolisian resor
4703,polwan , polisi wanita
4704,pon , juga
4705,ponakn,ponakan
4706,ponpes , pondok pesantren
4707,ponsel , telepon seluler
4708,poollll,pol
4709,poool,pol
4710,poooolllll,pol
4711,positippp,positif
4712,poster2 , poster-poster
4713,pp , pimpinan pusat
4714,pp , pulang pergi
4715,ppa,papa
4716,ppa , apa
4717,praktekin,mempraktikkan
4718,prasaan,perasaan
4719,prawatan,perawatan
4720,prbndngan,perbandingan
4721,prcuma,percuma
4722,prcy,percaya
4723,prcya,percaya
4724,prempuan,perempuan
4725,presh , segar
4726,president,presiden
4727,prg , pergi
4728,prh,parah
4729,prhatian,perhatian
4730,prikitiw , cie
4731,priksa , periksa
4732,prilaku , perilaku
4733,prinadi,pribadi
4734,prjuangan,perjuangan
4735,prlu,perlu
4736,prmpuan,perempuan
4737,prnah,pernah
4738,prnh,pernah
4739,prnh , pernah
4740,pro , profesional
4741,problem , masalah
4742,prodac,produk
4743,prodak,produk
4744,prodaknya,produknya
4745,promil,program hamil
4746,promoo,promo
4747,protestin,protestan
4748,prototype , contoh
4749,prov , provinsi
4750,prsatukn,persatukan
4751,prtamax,pertamanya
4752,prwatn,perawatan
4753,prwtn,perawatan
4754,ps,pas
4755,psangan,pasangan
4756,psen , pesan
4757,psgn,pasangan
4758,psn , pesan
4759,psr , pasar
4760,pst,pasti
4761,pst , pasti
4762,psti,pasti
4763,psti , pasti
4764,pswt , pesawat
4765,ptemuan , pertemuan
4766,pu,punya
4767,puanas , panas
4768,pucing,pusing
4769,pukulin,pukuli
4770,pulaa,pula
4771,pulak,pula
4772,pulgar , kasar
4773,punn,pun
4774,punyaaa,punya
4775,pura2,pura-pura
4776,pusingggg,pusing
4777,puskesmas2 , puskesmas-puskesmas
4778,putihh,putih
4779,putihnyaa,putihnya
4780,puyeng , pusing
4781,pw , posisi nyaman
4782,px,punya
4783,py,punya
4784,pyudara,payudara
4785,q,ku
4786,q,aku
4787,qaqaaaa,kakak
4788,qm,kamu
4789,qmo , kamu
4790,qmu,kamu
4791,qmu , kamu
4792,qo,kok
4793,qt,kita
4794,qt , kita
4795,qta,kita
4796,qu,ku
4797,rajin2,rajin-rajin
4798,rakor , rapat koordinasi
4799,rakyt,rakyat
4800,rame , ramai
4801,rame2,rame-rame
4802,rana,ranah
4803,rang , orang
4804,ranmor , kendaraan bermotor
4805,rapih,rapi
4806,rasaiin,rasai
4807,rasain,rasai
4808,rasain,merasai
4809,rasakn,rasakan
4810,raskin , rakyat miskin
4811,rata2,rata-rata
4812,rata2 , rata-rata
4813,rb,ribu
4814,re , reply
4815,recomendasinya,rekomendasinya
4816,recommendasi,rekomendasi
4817,red , redaksi
4818,redho,ridho
4819,ref , referensi
4820,reg , register
4821,rehab , rehabilitasi
4822,rejeki , rezeki
4823,rekan2 , rekan-rekan
4824,reklamuk , reklamasi
4825,rekomendain,rekomendasikan
4826,rekomendasiiin,merekomendasikan
4827,rekomendasiin,merekomendasikan
4828,rekomendasiin,rekomendasikan
4829,rekomndd,rekomendasi
4830,relaaaa,rela
4831,remang2,remang-remang
4832,rempah2 , rempah-rempah
4833,rempong,repot
4834,rempong , sulit
4835,renstra , rencana strategis
4836,repong,repot
4837,repot2,repot-repot
4838,repp , balas
4839,reskrim , reserse kriminal
4840,restik , reserse narkotika
4841,rezeqinya,rezekinya
4842,rezki,rezeki
4843,rhs , Rahasia
4844,ributin,meributkan
4845,rights , benar
4846,rinduuuuuuu,rindu
4847,rinduuuuuuuuu,rindu
4848,rinduuuuuuuuuu,rindu
4849,rja , raja
4850,rkyat,rakyat
4851,rkyt,rakyat
4852,rkyt , rakyat
4853,rmbt,rambut
4854,rmbt , rambut
4855,rmbut,rambut
4856,rmbutnya,rambutnya
4857,rmbuut,rambut
4858,rmh,rumah
4859,rmh , rumah
4860,rofl , rolling on the floor laughing
4861,romantisny,romatisnya
4862,romantiss,romantis
4863,romantiz,romantis
4864,romntis,romantis
4865,rpt2,repot-repot
4866,ru , baru
4867,rubahnn , rubah
4868,rudal , peluru kendali
4869,ruko , rumah toko
4870,rumh,rumah
4871,rumpiin,rumpi
4872,rupa2nya,rupa-rupanya
4873,rusakkk,rusak
4874,rusun , rumah susun
4875,rusunawa , rumah susun sewa
4876,rutan , rumah tahanan
4877,ruu , rancangan undang-undang
4878,ruz , terus
4879,rwt , rawat
4880,s,si
4881,s,sih
4882,s*inetr*n,sinetron
4883,s3ndiri,sendiri
4884,s4 , sempat
4885,saat2,saat-saat
4886,saayyyyy,say
4887,sabaarrr,sabar
4888,sabal,sabar
4889,sabaro,sabar
4890,sabarrr,sabar
4891,sabarrrrr,sabar
4892,sadaar , sadar
4893,sadis2,sadis-sadis
4894,sah2 , sah-sah
4895,sahabatt,sahabat
4896,saia , saya
4897,saiank , sayang
4898,salaam,salam
4899,salahin,salahkan
4900,salammmm,salam
4901,salehah,salihah
4902,salfok,salah fokus
4903,salluutt,salut
4904,salting , salah tingkah
4905,saltum , salah kostum
4906,saltummmm,salah kostum
4907,sam,sama
4908,"sama""",sama-sama
4909,sama2,sama-sama
4910,samaa,sama
4911,samaaaa,sama
4912,samara,sakinah mawadah rahman
4913,samoga,semoga
4914,sampai2,sampai-sampai
4915,sampe,sampai
4916,sampe , sampai
4917,sampein,sampaikan
4918,sampek,sampai
4919,sampeyan , anda
4920,sampis,sampah habis
4921,sampw,sampai
4922,samsek , sama sekali
4923,sangaaattt,sangat
4924,sangat2,sangat-sangat
4925,sangattt,sangat
4926,sanggat,sangat
4927,sangt,sangat
4928,santab,santap
4929,sapa , siapa
4930,sapa2,sapa-sapa
4931,sapose , siapa
4932,saranin,menyarankan
4933,saranin,sarankan
4934,sasama,sesama
4935,satkorlak , satuan koordinator pelaksana
4936,satpam , satuan pengamanan
4937,satupunn,satupun
4938,satuu,satu
4939,satuuuuu,satu
4940,saudra,saudara
4941,say,sayang
4942,say , sayang
4943,saya2,saya-saya
4944,sayaa,saya
4945,sayaang,sayang
4946,sayan , sayang
4947,sayangg'',sayang-sayang
4948,sayanggg,sayang
4949,sayangggq,sayangku
4950,sayangkuh,sayangku
4951,sayangkuuuuu,sayangku
4952,sayangx,sayangnya
4953,sayy,sayang
4954,sayyy,say
4955,sbagai,sebagai
4956,sbaiknya,sebaiknya
4957,sbaliknya , sebaliknya
4958,sbb,sebab
4959,sbb , sebagai berikut
4960,sbbrnya,sebenarnya
4961,sbbyak,sebanyak
4962,sbelah,sebelah
4963,sbelum,sebelum
4964,sbenernya,sebenarnya
4965,sbg,sebagai
4966,sbg , sebagai
4967,sbgai,sebagai
4968,sbgn , sebagian
4969,sbh , sebuah
4970,sbhabat,sahabat
4971,sblah,sebelah
4972,sblh,sebelah
4973,sblm,sebelum
4974,sblm , sebelum
4975,sblmny,sebelumnya
4976,sblmnya,sebelumnya
4977,sblum,sebelum
4978,sbnarnya,sebenarnya
4979,sbnr , sebenar
4980,sbnrny,sebenarnya
4981,sbnrny , sebenarnya
4982,sbntr , sebentar
4983,sbnyak,sebanyak
4984,sbr,sabar
4985,sbuah,sebuah
4986,sby,surabaya
4987,scara , secara
4988,scpatny,secepatnya
4989,scr,secara
4990,scr , secara
4991,scra,secara
4992,sdah,sudah
4993,sdara,saudara
4994,sdg,sedang
4995,sdg , sedang
4996,sdgkn,sedangkan
4997,sdgkn , sedangkan
4998,sdh,sudah
4999,sdh , sudah
5000,sdkit,sedikit
5001,sdkit2,sedikit-sedikit
5002,sdkt,sedikit
5003,sdkt , sedikit
5004,sdkt ,sedikit
5005,sdngkn , sedangkan
5006,sdri,sendiri
5007,SE , Surat Edaran
5008,se7,setuju
5009,se7 , setuju
5010,seabrek , banyak
5011,seandainy,seandainya
5012,"sebaik""",sebaik-baik
5013,sebelas dua belas , mirip
5014,sebelom , sebelum
5015,sebelum2nya,sebelum-sebelumnya
5016,sebelumbya,sebelumnya
5017,sebenernya,sebenarnya
5018,sebgmn , sebagaimana
5019,sebnyak,sebanyak
5020,sebuk , sibuk
5021,"seburuk""",seburuk-buruk
5022,seburuk2,seburuk-buruk
5023,sedangkn,sedangkan
5024,sedihh,sedih
5025,sedihhh,sedih
5026,sedikitlaahh,sedikitlah
5027,see,sih
5028,seeeemua,semua
5029,seeh,sih
5030,seehh,sih
5031,"segala""ny",segala-galanya
5032,segala2nya,segala-galanya
5033,seger,segar
5034,segerr,segar
5035,segerrrr,segar
5036,segitunya,sebegitunya
5037,segtu,sebegitu
5038,seh,sih
5039,seharusny,seharusnya
5040,sehat2,sehat-sehat
5041,sehh,sih
5042,seindonesiyah,seindonesia
5043,sekaeang,sekarang
5044,sekali2,sekali-kali
5045,sekalii,sekali
5046,sekaliiii,sekali
5047,sekaliiiii,sekali
5048,sekangen2,sekangen-kangen
5049,sekarng,sekarang
5050,sekjen , sekretaris jenderal
5051,seklian,sekalian
5052,sekolahin,sekolahkan
5053,sekrang,sekarang
5054,sekrng,sekarang
5055,seksii,seksi
5056,selaen , selain
5057,selaloe,selalu
5058,selaluu,selalu
5059,sellow,selow
5060,selmat,selamat
5061,selmnya,selamanya
5062,selmt,selamat
5063,selmt , selamat
5064,seluru,seluruh
5065,semangaatt,semangat
5066,semangaatttt,semangat
5067,semangatt,semangat
5068,semangattt,semangat
5069,semau , asal
5070,sembako , sembilan bahan pokok
5071,sembuhin,menyembuhkan
5072,"sembunyi""""",sembunyi-sembunyi
5073,semngat,semangat
5074,semogaa,semoga
5075,sempak , celana dalam
5076,sempet,sempat
5077,sempet , sempat
5078,sempet2nya , sempat-sempatnya
5079,sempurnaa,sempurna
5080,sempurnaaaaa,sempurna
5081,semuaaa,semua
5082,semuannyaaa,semuanya
5083,semuanyaa,semuanya
5084,semuanyaaaa,semuanya
5085,senang2,senang-senang
5086,senangat,semangat
5087,sendeng,senang
5088,sendirii,sendiri
5089,sendirinnya,sendirinya
5090,sendirinyya,sendirinya
5091,sendirir,sendiri
5092,sendratari , seni drama tari
5093,sendri,sendiri
5094,seneeeeeng,senang
5095,seneng,senang
5096,senengg,senang
5097,senenggg,senang
5098,senengin,senangi
5099,senyumin,senyumi
5100,senyumna,senyumnya
5101,seorg,seorang
5102,seorg , seorang
5103,sept , september
5104,serasiii,serasi
5105,serasiii , serasi
5106,serem,seram
5107,"serem""",seram-seram
5108,serem2,seram-seram
5109,sering2,sering-sering
5110,sertijab , serah terima jabatan
5111,seru2,seru-seru
5112,seru2an,seru-seruan
5113,seruu,seru
5114,seruuu,seru
5115,sesatt,sesat
5116,sesekk,sesak
5117,sesok,besok
5118,sesok , besok
5119,setabil,stabil
5120,setelur2nya,setelur-telurnya
5121,seterong,setrong
5122,seting , akting
5123,setju,setuju
5124,setting , atur
5125,setujuuu,setuju
5126,setujuuuu,setuju
5127,sewain,menyewa
5128,sexi,seksi
5129,sexi2,seksi-seksi
5130,sexxi,seksi
5131,sey,sih
5132,sgampang,segampang
5133,sgl , segala
5134,sgla,segala
5135,sgrc , support group and resource center
5136,sgt,sangat
5137,sgt , sangat
5138,sgtu,sebegitu
5139,sgtunya , segitunya
5140,sgtu'y,sebegitunya
5141,shaaaay,say
5142,shaay,say
5143,shabat,sahabat
5144,sharusnya,seharusnya
5145,shat,sehat
5146,shay,say
5147,shayy,say
5148,shayyy,say
5149,shbat,sahabat
5150,shbt,sahabat
5151,shg,sehingga
5152,shg , sehingga
5153,sholihah,salihah
5154,shrsnya , seharusnya
5155,si,sih
5156,sia2kan,sia-siakan
5157,siap2 , siap-siap
5158,siapa2,siapa-siapa
5159,siapaa,siapa
5160,siapayahh,siapa ya
5161,siappa,siapa
5162,sibukx,sibuknya
5163,sich,sih
5164,sichh,sih
5165,sichhhhhhhhhh,sih
5166,sidak , inspeksi mendadak
5167,sie,sih
5168,siech , sih
5169,sieyh , sih
5170,sigh , sih
5171,sihat,sehat
5172,sihh,sih
5173,sihhh,sih
5174,sihhhh,sih
5175,sii,sih
5176,siih,sih
5177,siihh,sih
5178,siihhh,sih
5179,siiih,sih
5180,siiihh,sih
5181,siiihhh,sih
5182,siiiiiiippppppppp,sip
5183,siip,sip
5184,siipp,sip
5185,siippp,sip
5186,sik ,sih
5187,"sikap""",sikap-sikap
5188,sikon , situasi dan kondisi
5189,silahkan,silakan
5190,silahkn,silakan
5191,silauuu,silau
5192,silsturahmi,silaturahmi
5193,simiskin , miskin
5194,simpedes , simpanan pedesaan
5195,simpen,simpan
5196,sinet,sinetron
5197,sinetron , sinema elektronik
5198,sintron,sinetron
5199,sip , ok
5200,sipiit,sipit
5201,sipp,sip
5202,siramin , siramkan
5203,siriik,sirik
5204,sirikk,sirik
5205,sis , kakak perempuan
5206,sisain,menyisakan
5207,sista2,sista-sista
5208,sitayngin,ditayangkan
5209,sj,saja
5210,sj , saja
5211,sja,saja
5212,sjk,sejak
5213,sjk , sejak
5214,sk,suka
5215,ska,suka
5216,skali,sekali
5217,skali , sekali
5218,skali2,sekali-kali
5219,skalian , sekalian
5220,skaligus,sekaligus
5221,skalii,sekali
5222,skarang,sekarang
5223,skedar,sekadar
5224,skg,sekarang
5225,skit,sakit
5226,skitar,sekitar
5227,skl , sekali
5228,sklh,sekolah
5229,sklh , sekolah
5230,skli,sekali
5231,sklinyaa,sekalinya
5232,skluarga,sekeluarga
5233,skolah,sekolah
5234,skp,sikap
5235,skr,sekarang
5236,skrang,sekarang
5237,skrg,sekarang
5238,skrg , sekarang
5239,skrng,sekarang
5240,skrngnya,sekarangnya
5241,skrnh,sekarang
5242,skt,sakit
5243,skt , sakit
5244,sktika,seketika
5245,sktlrang,sekarang
5246,skul , sekolah
5247,slah,salah
5248,slahkan,salahkan
5249,slalu,selalu
5250,s'lalu,selalu
5251,slalu , selalu
5252,slaluuuuu,selalu
5253,slam,salam
5254,slama,selama
5255,slama , selama
5256,slamat,selamat
5257,slamet,selamat
5258,slamt,selamat
5259,slera,selera
5260,slesai , selesai
5261,slh,salah
5262,slh , salah
5263,slhkan,salahkan
5264,sling,saling
5265,sll,selalu
5266,sll , selalu
5267,sllu,selalu
5268,sllu , selalu
5269,slm,salam
5270,slm , salam
5271,slma , selama
5272,slmat,selamat
5273,slmnya,salamnya
5274,slmt,selamat
5275,slmt , selamat
5276,slmttt,selamat
5277,slsai , selesai
5278,slt , sulit
5279,slw,selow
5280,sm,sama
5281,sm , sama
5282,sm2,sama-sama
5283,sma,sama
5284,sma , sama
5285,sma2,sama-sama
5286,smakin,semakin
5287,smangat,semangat
5288,smbil,sambil
5289,smentara,sementara
5290,smg,semoga
5291,smg , semoga
5292,smga,semoga
5293,smgaa,semoga
5294,smkin,semakin
5295,smkn , semakin
5296,smnagatin,menyemangati
5297,smngat,semangat
5298,smnjak,semenjak
5299,smog,semoga
5300,smoga,semoga
5301,smogaaa,semoga
5302,smp,sampai
5303,smpai,sampai
5304,smpe,sampai
5305,smpt,sempat
5306,smpt , sempat
5307,smrg,semarang
5308,smster,semester
5309,smua,semua
5310,smua , semua
5311,smuaaa,semua
5312,smulla,semula
5313,smvk,sempak
5314,smw,semua
5315,smw , semua
5316,smwny , semuanya
5317,sna,sana
5318,sndiri,sendiri
5319,sndiri , sendiri
5320,sndr,sendiri
5321,sndri,sendiri
5322,sneng,senang
5323,sng , senang
5324,sngaja,sengaja
5325,sngt,sangat
5326,sni , sini
5327,so,sok
5328,soalx,soalnya
5329,soal'y,soalnya
5330,sodara,saudara
5331,soft , halus
5332,soga,moga
5333,sohib , teman
5334,sok2,sok-sok
5335,sok2an,sok-sokan
5336,sokk,sok
5337,sokong , dukung
5338,soljum , sholat jumat
5339,solve , solusi
5340,somse , sombong sekali
5341,songong , sombong
5342,sorry , maaf
5343,sory , maaf
5344,sosbud , sosial-budaya
5345,sosek , sosial-ekonomi
5346,sospol , sosial-politik
5347,sotoy,sok tau
5348,sotoy , sok tahu
5349,sowry , maaf
5350,sp,siapa
5351,sp,sapa
5352,spa , siapa
5353,spd , sepeda
5354,sperti,seperti
5355,spertinya,sepertinya
5356,sppa , siapa
5357,sprt,seperti
5358,sprti,seperti
5359,sprti , seperti
5360,spt,seperti
5361,spt , seperti
5362,spti,seperti
5363,spy,supaya
5364,spy , supaya
5365,srng,sering
5366,srpti,seperti
5367,srruu,seru
5368,srt , surat
5369,srta,serta
5370,srtfkt , sertifikat
5371,ssh,susah
5372,ssorg,seseorang
5373,sstu,sesuatu
5374,staf2nya,staf-stafnya
5375,stagahhhh,astaga
5376,statusx,statusnya
5377,steess,stres
5378,stelah,setelah
5379,stelah , setelah
5380,stiap,setiap
5381,stiap , setiap
5382,stidaknya,setidaknya
5383,still , masih
5384,stimpal,setimpal
5385,stju,setuju
5386,stlh,setelah
5387,stlh , setelah
5388,stop , henti
5389,stp,setiap
5390,stress,stres
5391,sttus,status
5392,stu,satu
5393,stuju,setuju
5394,suamiii,suami
5395,suamiiiii,suami
5396,suaminga,suaminya
5397,suaminy,suaminya
5398,suami'y,suaminya
5399,suaranyaa,suaranya
5400,suaranyaaaaaa,suaranya
5401,suaraynyaa,suaranya
5402,suarranya,suaranya
5403,subahanallah,subhanallah
5404,subbag , subbagian
5405,subhanaallahh,subhanallah
5406,subhanallahhh,subhanallah
5407,subhanalloh,subhanallah
5408,subhannallah,subhanallah
5409,subhnallah,subhanallah
5410,suces,sukses
5411,sucses,sukses
5412,sud,sudah
5413,suda,sudah
5414,sudab,sudah
5415,sudh,sudah
5416,suerrr,suer
5417,suipit,sipit
5418,suk,suka
5419,suk , masuk
5420,suka.a,sukanya
5421,suka2,suka-suka
5422,sukaa,suka
5423,sukaaa,suka
5424,sukaaaa,suka
5425,sukaaaaaa,suka
5426,sukaaak,suka
5427,sukak,suka
5428,sukakkk,suka
5429,sukam,suka
5430,sukkaa,suka
5431,suko,suka
5432,sukse,sukses
5433,suksea,sukses
5434,suksess,sukses
5435,sukur2,sukur-sukur
5436,sumai,suami
5437,sumbangin , sumbangkan
5438,sumpahh,sumpah
5439,sumpeh,sumpah
5440,sumpek , sempit
5441,sumvahh,sumpah
5442,sunah2,sunah-sunah
5443,sunggu,sungguh
5444,sungguh2,sungguh-sungguh
5445,supeer,super
5446,support,dukung
5447,surgaa,surga
5448,suru,suruh
5449,sweger,segar
5450,swmntara,sementara
5451,sy,saya
5452,sy , saya
5453,sya,saya
5454,sya , saya
5455,syang,sayang
5456,syantiek,cantik
5457,syantiiiiikkkkkkkkkkkk,cantik
5458,syantik,cantik
5459,syediih,sedih
5460,syediiihhh,sedih
5461,syekaliii,sekali
5462,syg,sayang
5463,syg , sayang
5464,sygkuu,sayangku
5465,"syirik""",syirik-syirik
5466,syng,sayang
5467,syngnya,sayangnya
5468,synk,sayang
5469,syp,siapa
5470,syp , siapa
5471,sypa,siapa
5472,syratnya,syaratnya
5473,syukaaakkk,suka
5474,t4,tempat
5475,t4 , tempat
5476,tabanas , tabungan pembangunan nasional
5477,taek,tahi
5478,taekk,tahi
5479,tah,teh
5480,tahannn,tahan
5481,tahi , kotoran
5482,"tahun""",tahun-tahun
5483,tahun2,tahun-tahun
5484,tai,tahi
5485,tai , kotoran
5486,taiiii,tahi
5487,taik,tahi
5488,taik , kotoran
5489,taik , tahi
5490,tajir , kaya
5491,tak , tidak
5492,takuttt,takut
5493,takuuuuut,takut
5494,tambahh,tambah
5495,tambahim,tambahkan
5496,tambahin,tambahkan
5497,tambh,tambah
5498,tampialannya,tampilannya
5499,tamvann,tampan
5500,tanda2nya,tanda-tandanya
5501,tanggung2,tanggung-tanggung
5502,tangkep,tangkap
5503,"tante""",tante-tante
5504,tante2,tante-tante
5505,tantee,tante
5506,tanteny,tantenya
5507,tanya2,tanya-tanya
5508,tanyain,tanyakan
5509,tanyang,tayang
5510,taon,tahun
5511,tap8,tapi
5512,tapii,tapi
5513,tapo,tapi
5514,tappi,tapi
5515,tar,entar
5516,tar , nanti
5517,tarik2 , tarik-tarik
5518,tau,tahu
5519,tau , tahu
5520,tau2,tau-tau
5521,tauk , tahu
5522,taun,tahun
5523,taun , tahun
5524,tauu,tau
5525,tauuu,tau
5526,tauuuu,tau
5527,tauuuuu,tau
5528,taux,taunya
5529,taw,tau
5530,taw , tahu
5531,tawh , tahu
5532,tay,tahi
5533,tayangan2 , tayangan-tayangan
5534,tayik,tahi
5535,taz,atas
5536,tbuh,tubuh
5537,td,tadi
5538,td , tadi
5539,tdak,tidak
5540,tdi,tadi
5541,tdi , tadi
5542,tdk,tidak
5543,tdk , tidak
5544,tdnya,tadinya
5545,tdr,tidur
5546,tdung,tudung
5547,tdur,tidur
5548,te2p , tetap
5549,tebel,tebal
5550,tebir,ribet
5551,"tebir""",ribet-ribet
5552,tegaar,tegar
5553,teguran2,teguran-teguran
5554,teh , kakak perempuan
5555,tehh,teh
5556,tehhh,teh
5557,tehhhh,teh
5558,teken , tekan
5559,tekor , rugi
5560,telaatt,telat
5561,telat , terlambat
5562,telefisi,televisi
5563,telimakacih,terima kasih
5564,telkom , telekomunikasi
5565,telmi , telat berpikir
5566,telp , telepon
5567,"teman""ny",teman-temannya
5568,teman2,teman-teman
5569,teman2 , teman-teman
5570,tembemmm,tembem
5571,tembokk,tembok
5572,temen,teman
5573,temen , teman
5574,"temen""",teman-teman
5575,temen2,teman-teman
5576,temen2 , teman-teman
5577,temenan,berteman
5578,temenkuuh,temanku
5579,temenn,teman
5580,temennya,temannya
5581,temen-temen,teman-teman
5582,tempat2,tempat-tempat
5583,tempt,tempat
5584,tenang2 , tenang tenang
5585,tengah2,tengah-tengah
5586,tengaj,tengah
5587,tenggah,tengah
5588,tengil , menyebalkan
5589,tengok , menjenguk
5590,tenny,tenang
5591,tentanh,tentang
5592,tepar , terkapar
5593,terangkhn,terangkan
5594,terbaeeeek,terbaik
5595,terbaeq,terbaik
5596,terbaiiikkkkk,terbaik
5597,terbaikkk,terbaik
5598,terbitin , terbitkan
5599,terburu2,terburu-buru
5600,terhaaru,terharu
5601,terharuuu,terharu
5602,terharuuuu,terharu
5603,terimaksih,terima kasih
5604,teringt,teringat
5605,terjrumus,terjerumus
5606,terkenall,terkenal
5607,termiribkan,termiripkan
5608,termuraaahhhh,termurah
5609,termurahhh,termurah
5610,termurahhhh,termurah
5611,ternodain,ternodai
5612,ternyataa,ternyata
5613,terong2an,terong-terongan
5614,terossss,terus
5615,terrrrbaik,terbaik
5616,teru,terus
5617,"terus""an",terus-terusan
5618,terus2an,terus-terusan
5619,teruss,terus
5620,terusss,terus
5621,teruuss,terus
5622,teruz,terus
5623,teruzzz,terus
5624,testi,testimoni
5625,testinya,testimoninya
5626,tetaplaah,tetaplah
5627,tetapppp,tetap
5628,tetehh,teteh
5629,tetep,tetap
5630,tetp,tetap
5631,tetp , tetap
5632,teve , televisi
5633,teyuss,terus
5634,tggu , tunggu
5635,tgk,tengok
5636,tgl,tanggal
5637,tgl , tanggal
5638,tgok , tengok
5639,tgu , tunggu
5640,th,tahun
5641,th,teh
5642,th,tahu
5643,th2,tahun-tahun
5644,than,tahan
5645,thanks , terima kasih
5646,thankz , terima kasih
5647,thd , terhadap
5648,thdp,terhadap
5649,thdp , terhadap
5650,therchakitty,tersakiti
5651,thn,tahun
5652,thn , tahun
5653,thnan,tahunan
5654,thu,tuh
5655,thu,itu
5656,thun,tahun
5657,thx , terima kasih
5658,thx , thanks
5659,tiba2,tiba-tiba
5660,tidakkkk,tidak
5661,tiga2nya,tiga-tiganya
5662,tikung2,tikung-tikung
5663,tilang , bukti pelanggaran
5664,tilep , tilap
5665,tingal,tinggal
5666,tinggalin,tinggalkan
5667,tinggalkn,tinggalkan
5668,tinggall,tinggal
5669,tinggl,tinggal
5670,tioghoa , tionghoa
5671,tipe2,tipe-tipe
5672,tipi , TV
5673,tipiwan , TvOne
5674,tips2,tips-tips
5675,tipu2nya,tipu-tipunya
5676,tirani , tiran
5677,tium,cium
5678,tk,tak
5679,tk , taman kanak-kanak
5680,tk , tidak
5681,tkg , tukang
5682,tks , terima kasih
5683,tkut,takut
5684,tl , timeline
5685,tlg,tolong
5686,tll , terlalu
5687,tlog,tolong
5688,tlp,telepon
5689,tlp , telepon
5690,tlpn , telepon
5691,tls , tulis
5692,tlsn,tulisan
5693,tlvn,telepon
5694,tman,teman
5695,tman , teman
5696,tmbah,tambah
5697,tmbah , tambah
5698,tmbh,tambah
5699,tmbh , tambah
5700,tmbm,tembam
5701,tmen,teman
5702,tmen2 , teman-teman
5703,tmn,teman
5704,tmn , teman
5705,tmn2,teman-teman
5706,tmn2 , teman-teman
5707,tmn2nya,teman-temannya
5708,tmpah , tumpah
5709,tmph , tumpah
5710,tmpt,tempat
